driver_id,archetype,driver_age,vehicle_value,annual_mileage,hard_braking_per_100mi,rapid_accel_per_100mi,speeding_pct,phone_distraction_min_hr,harsh_cornering_per_100mi,night_driving_pct,driving_score,risk_tier,traditional_premium,dynamic_ubi_premium,annual_savings,discount_pct,has_claim,claim_amount
DRV-1735,Safe Commuter,33,19832.0,10889.0,0.6,0.71,3.0,1.0,0.74,2.5,100.0,Elite Safe (Top 15%),1032.31,717.53,314.78,30.5,0,0.0
DRV-1736,Safe Commuter,30,32197.0,9484.0,0.87,0.41,3.1,1.8,0.81,6.7,97.4,Elite Safe (Top 15%),1414.49,982.51,431.98,30.5,0,0.0
DRV-1737,Low-Mileage Weekend Driver,55,47259.0,5887.0,1.28,0.98,3.0,1.4,0.9,6.7,96.9,Elite Safe (Top 15%),1815.24,1221.18,594.06,32.7,0,0.0
DRV-1738,Distracted Urbanite,21,26384.0,12285.0,5.8,4.17,16.9,8.1,4.0,16.7,40.5,High Risk (Non-Standard),1677.74,1922.58,-244.84,-14.6,0,0.0
DRV-1739,Distracted Urbanite,32,46258.0,12260.0,5.76,4.5,13.1,12.3,2.51,14.4,39.4,High Risk (Non-Standard),1790.16,2064.17,-274.01,-15.3,0,0.0
DRV-1740,Night Shift Worker,26,28450.0,15848.0,2.38,1.81,5.2,2.5,1.89,58.8,78.5,Low Risk (Preferred),1305.19,1239.31,65.88,5.0,0,0.0
DRV-1741,Aggressive Speedster,26,33602.0,21895.0,7.93,7.17,38.9,5.8,4.33,17.4,35.4,High Risk (Non-Standard),1454.31,2172.74,-718.43,-49.4,0,0.0
DRV-1742,Aggressive Speedster,27,44892.0,14254.0,6.49,4.3,41.1,10.0,6.47,22.9,25.8,High Risk (Non-Standard),1755.62,2317.84,-562.22,-32.0,0,0.0
DRV-1743,Low-Mileage Weekend Driver,66,22807.0,4343.0,1.1,1.5,4.6,1.0,0.93,7.3,95.9,Elite Safe (Top 15%),1130.48,755.27,375.21,33.2,0,0.0
DRV-1744,Aggressive Speedster,31,37006.0,16243.0,7.38,6.33,43.9,8.0,5.6,30.7,27.3,High Risk (Non-Standard),1548.45,2132.49,-584.04,-37.7,0,0.0
DRV-1745,Distracted Urbanite,31,40080.0,14360.0,6.57,4.26,14.0,12.2,3.44,15.2,36.2,High Risk (Non-Standard),1630.88,2028.31,-397.43,-24.4,0,0.0
DRV-1746,Night Shift Worker,51,40339.0,15042.0,1.56,1.14,4.4,1.7,1.89,63.1,85.1,Low Risk (Preferred),1637.73,1441.29,196.44,12.0,0,0.0
DRV-1747,Low-Mileage Weekend Driver,52,27589.0,6839.0,1.61,0.6,2.2,1.7,1.35,8.9,93.4,Elite Safe (Top 15%),1279.38,891.01,388.37,30.4,0,0.0
DRV-1748,Night Shift Worker,32,46287.0,13599.0,2.16,1.27,6.0,2.6,1.55,39.3,80.3,Low Risk (Preferred),1790.89,1589.14,201.75,11.3,0,0.0
DRV-1749,Low-Mileage Weekend Driver,61,33071.0,4016.0,1.2,1.5,5.4,2.2,0.53,4.9,93.9,Elite Safe (Top 15%),1439.33,977.03,462.3,32.1,0,0.0
DRV-1750,Safe Commuter,58,39503.0,12155.0,0.54,0.66,4.4,0.3,0.85,2.8,98.9,Elite Safe (Top 15%),1615.58,1168.91,446.67,27.6,0,0.0
DRV-1751,Aggressive Speedster,22,37778.0,19603.0,4.71,7.03,26.1,6.9,4.86,31.7,34.7,High Risk (Non-Standard),2118.65,3021.31,-902.66,-42.6,0,0.0
DRV-1752,Aggressive Speedster,27,26471.0,17138.0,6.19,5.66,30.0,6.3,3.99,27.4,32.3,High Risk (Non-Standard),1245.43,1701.18,-455.75,-36.6,0,0.0
DRV-1753,Distracted Urbanite,38,31726.0,11969.0,3.93,4.23,13.8,13.4,4.62,15.1,42.5,High Risk (Non-Standard),1401.01,1571.74,-170.73,-12.2,0,0.0
DRV-1754,Safe Commuter,58,35270.0,10455.0,0.46,0.6,3.6,1.4,0.21,5.6,98.2,Elite Safe (Top 15%),1500.84,1050.81,450.03,30.0,0,0.0
DRV-1755,Aggressive Speedster,21,46352.0,17012.0,8.43,6.38,25.9,4.3,4.76,23.1,35.2,High Risk (Non-Standard),2419.91,3236.54,-816.63,-33.7,1,3842.92
DRV-1756,Safe Commuter,55,46637.0,13849.0,0.99,0.76,1.1,0.6,0.59,5.4,99.5,Elite Safe (Top 15%),1799.68,1344.3,455.38,25.3,0,0.0
DRV-1757,Low-Mileage Weekend Driver,37,20479.0,6222.0,2.01,1.38,3.1,1.9,0.87,3.7,93.4,Elite Safe (Top 15%),1054.07,728.11,325.96,30.9,0,0.0
DRV-1758,Night Shift Worker,38,32526.0,11115.0,2.12,1.69,5.4,3.0,1.95,40.4,78.6,Low Risk (Preferred),1423.87,1205.28,218.59,15.4,0,0.0
DRV-1759,Low-Mileage Weekend Driver,68,29814.0,3938.0,1.26,1.46,5.4,1.7,0.91,7.2,93.6,Elite Safe (Top 15%),1345.53,915.91,429.62,31.9,0,0.0
DRV-1760,Distracted Urbanite,37,46970.0,12443.0,5.21,3.84,15.1,13.3,2.81,15.5,40.5,High Risk (Non-Standard),1808.02,2080.76,-272.74,-15.1,0,0.0
DRV-1761,Safe Commuter,39,25703.0,9027.0,0.79,0.68,1.1,1.1,0.72,2.4,99.8,Elite Safe (Top 15%),1221.83,827.42,394.41,32.3,0,0.0
DRV-1762,Safe Commuter,35,46386.0,11531.0,0.7,0.89,2.5,1.7,0.2,3.5,98.7,Elite Safe (Top 15%),1793.38,1281.57,511.81,28.5,0,0.0
DRV-1763,Distracted Urbanite,38,24295.0,12225.0,5.4,4.1,13.2,14.9,3.38,13.4,40.3,High Risk (Non-Standard),1177.89,1349.28,-171.39,-14.6,1,7996.63
DRV-1764,Safe Commuter,40,39873.0,9708.0,1.24,0.59,1.5,1.1,0.67,3.4,98.9,Elite Safe (Top 15%),1625.4,1115.71,509.69,31.4,0,0.0
DRV-1765,Low-Mileage Weekend Driver,48,34077.0,4836.0,2.07,1.08,2.3,1.2,0.93,7.2,93.7,Elite Safe (Top 15%),1467.64,993.6,474.04,32.3,0,0.0
DRV-1766,Distracted Urbanite,27,41634.0,13572.0,5.36,3.99,13.1,8.3,4.55,11.2,46.1,Elevated Risk (Substandard),1671.71,1912.25,-240.54,-14.4,0,0.0
DRV-1767,Aggressive Speedster,22,28006.0,14620.0,5.0,4.38,34.6,4.4,5.53,21.2,40.5,High Risk (Non-Standard),1744.08,2125.35,-381.27,-21.9,0,0.0
DRV-1768,Aggressive Speedster,22,33794.0,16189.0,4.89,7.43,27.1,9.7,5.91,17.1,31.6,High Risk (Non-Standard),1970.61,2640.97,-670.36,-34.0,0,0.0
DRV-1769,Night Shift Worker,55,27540.0,11478.0,1.76,1.69,5.4,2.0,1.12,36.4,83.4,Low Risk (Preferred),1277.9,1048.84,229.06,17.9,0,0.0
DRV-1770,Safe Commuter,62,37727.0,11758.0,1.27,0.76,3.1,0.6,0.75,5.6,98.2,Elite Safe (Top 15%),1567.99,1131.95,436.04,27.8,0,0.0
DRV-1771,Night Shift Worker,41,23493.0,11264.0,2.36,2.17,7.5,2.0,1.73,56.2,77.4,Low Risk (Preferred),1152.47,988.86,163.61,14.2,0,0.0
DRV-1772,Distracted Urbanite,37,20608.0,11434.0,6.64,3.7,15.2,14.4,3.07,14.4,37.4,High Risk (Non-Standard),1058.38,1207.71,-149.33,-14.1,0,0.0
DRV-1773,Distracted Urbanite,23,45888.0,13173.0,3.75,3.05,8.9,11.6,2.71,10.9,55.1,Elevated Risk (Substandard),2404.13,2561.04,-156.91,-6.5,0,0.0
DRV-1774,Safe Commuter,55,21741.0,12385.0,1.33,0.52,2.7,1.3,0.74,4.7,97.9,Elite Safe (Top 15%),1095.85,804.95,290.9,26.5,1,1685.98
DRV-1775,Distracted Urbanite,21,44410.0,13571.0,5.82,4.22,10.4,12.9,4.88,16.2,36.5,High Risk (Non-Standard),2353.51,2861.94,-508.43,-21.6,0,0.0
DRV-1776,Night Shift Worker,52,33411.0,15823.0,2.28,2.06,6.6,2.0,1.09,60.2,79.8,Low Risk (Preferred),1448.93,1359.79,89.14,6.2,0,0.0
DRV-1777,Low-Mileage Weekend Driver,56,26702.0,4097.0,2.16,1.01,4.7,2.2,1.35,8.1,89.3,Elite Safe (Top 15%),1252.49,868.42,384.07,30.7,0,0.0
DRV-1778,Safe Commuter,28,19063.0,12690.0,0.93,0.6,2.1,1.7,0.71,6.1,97.9,Elite Safe (Top 15%),1006.11,744.18,261.93,26.0,0,0.0
DRV-1779,Night Shift Worker,55,30062.0,11287.0,1.21,1.55,5.5,1.7,1.42,56.7,85.8,Low Risk (Preferred),1352.79,1082.48,270.31,20.0,1,3166.83
DRV-1780,Safe Commuter,61,29861.0,11572.0,0.47,0.51,2.7,0.4,0.73,3.1,100.0,Elite Safe (Top 15%),1346.91,951.15,395.76,29.4,0,0.0
DRV-1781,Low-Mileage Weekend Driver,43,18174.0,5377.0,1.18,1.79,4.6,1.5,0.64,7.5,94.3,Elite Safe (Top 15%),975.36,662.72,312.64,32.1,0,0.0
DRV-1782,Distracted Urbanite,24,32379.0,10948.0,3.63,3.41,15.4,14.2,2.9,10.0,49.4,Elevated Risk (Substandard),1916.57,1999.46,-82.89,-4.3,0,0.0
DRV-1783,Safe Commuter,54,39780.0,11445.0,0.85,1.01,1.4,1.4,0.82,4.0,99.2,Elite Safe (Top 15%),1622.94,1151.79,471.15,29.0,0,0.0
DRV-1784,Distracted Urbanite,25,38349.0,10549.0,3.86,2.55,9.6,11.0,4.42,10.4,53.1,Elevated Risk (Substandard),1584.75,1595.36,-10.61,-0.7,0,0.0
DRV-1785,Aggressive Speedster,30,23606.0,14064.0,6.42,4.99,23.9,6.6,5.47,27.4,30.6,High Risk (Non-Standard),1156.07,1476.24,-320.17,-27.7,0,0.0
DRV-1786,Safe Commuter,44,33070.0,13971.0,0.57,1.14,1.7,1.3,0.85,5.5,98.5,Elite Safe (Top 15%),1439.3,1088.95,350.35,24.3,0,0.0
DRV-1787,Aggressive Speedster,28,18530.0,19031.0,5.09,4.42,31.2,5.6,4.32,17.5,40.6,High Risk (Non-Standard),987.73,1338.39,-350.66,-35.5,0,0.0
DRV-1788,Aggressive Speedster,25,37316.0,17258.0,5.73,6.22,27.3,6.0,5.09,23.7,32.5,High Risk (Non-Standard),1556.87,2130.16,-573.29,-36.8,0,0.0
DRV-1789,Safe Commuter,45,27649.0,13715.0,1.08,0.62,4.1,0.5,0.2,5.3,98.4,Elite Safe (Top 15%),1281.19,964.84,316.35,24.7,0,0.0
DRV-1790,Safe Commuter,34,41114.0,11155.0,0.58,0.84,2.2,0.4,0.74,5.4,99.5,Elite Safe (Top 15%),1658.11,1165.4,492.71,29.7,0,0.0
DRV-1791,Low-Mileage Weekend Driver,55,21191.0,6100.0,1.62,1.33,3.0,1.3,1.08,3.5,95.8,Elite Safe (Top 15%),1077.75,731.89,345.86,32.1,0,0.0
DRV-1792,Night Shift Worker,26,34397.0,13933.0,2.66,1.79,5.0,2.9,2.11,37.2,76.4,Low Risk (Preferred),1476.59,1364.5,112.09,7.6,0,0.0
DRV-1793,Distracted Urbanite,27,43383.0,12668.0,4.01,2.79,12.2,12.7,4.73,15.6,45.8,Elevated Risk (Substandard),1717.03,1921.71,-204.68,-11.9,0,0.0
DRV-1794,Safe Commuter,51,18656.0,11242.0,1.09,1.22,1.2,0.9,0.95,4.5,98.7,Elite Safe (Top 15%),992.09,704.21,287.88,29.0,0,0.0
DRV-1795,Night Shift Worker,32,33974.0,12448.0,2.73,1.07,8.9,1.9,1.98,49.9,76.8,Low Risk (Preferred),1464.76,1301.15,163.61,11.2,0,0.0
DRV-1796,Safe Commuter,56,24534.0,12754.0,0.72,1.1,2.4,0.6,0.35,2.8,99.8,Elite Safe (Top 15%),1185.41,861.6,323.81,27.3,0,0.0
DRV-1797,Aggressive Speedster,31,21573.0,18102.0,6.52,6.52,28.0,9.1,4.6,19.6,28.1,High Risk (Non-Standard),1090.34,1563.82,-473.48,-43.4,0,0.0
DRV-1798,Low-Mileage Weekend Driver,50,25470.0,3637.0,1.01,1.66,5.7,1.3,1.29,6.9,94.1,Elite Safe (Top 15%),1214.62,829.44,385.18,31.7,0,0.0
DRV-1799,Low-Mileage Weekend Driver,32,22008.0,5770.0,1.69,1.77,3.3,2.4,1.38,4.6,91.6,Elite Safe (Top 15%),1104.58,766.8,337.78,30.6,0,0.0
DRV-1800,Safe Commuter,31,37720.0,12130.0,0.31,0.72,3.6,0.6,0.4,2.1,99.6,Elite Safe (Top 15%),1567.8,1125.84,441.96,28.2,0,0.0
DRV-1801,Aggressive Speedster,28,42505.0,14852.0,7.48,5.34,37.0,9.2,5.51,24.4,25.3,High Risk (Non-Standard),1694.36,2278.86,-584.5,-34.5,0,0.0
DRV-1802,Safe Commuter,53,23551.0,9778.0,0.55,1.05,2.3,1.6,0.27,2.9,98.8,Elite Safe (Top 15%),1154.32,793.41,360.91,31.3,0,0.0
DRV-1803,Safe Commuter,59,23635.0,13717.0,0.5,0.65,2.1,1.6,0.85,5.4,98.3,Elite Safe (Top 15%),1156.99,872.22,284.77,24.6,0,0.0
DRV-1804,Low-Mileage Weekend Driver,61,29336.0,6682.0,2.16,0.72,4.1,2.0,1.31,6.6,90.8,Elite Safe (Top 15%),1331.47,941.87,389.6,29.3,1,8158.13
DRV-1805,Distracted Urbanite,22,41750.0,10661.0,6.04,3.12,17.4,11.8,4.48,8.1,37.1,High Risk (Non-Standard),2260.9,2528.76,-267.86,-11.8,0,0.0
DRV-1806,Distracted Urbanite,23,19676.0,11012.0,5.09,3.79,12.4,8.3,3.33,9.5,51.0,Elevated Risk (Substandard),1386.48,1433.75,-47.27,-3.4,0,0.0
DRV-1807,Night Shift Worker,31,24729.0,11106.0,1.27,1.65,4.5,3.3,1.5,35.0,83.0,Low Risk (Preferred),1191.53,972.2,219.33,18.4,0,0.0
DRV-1808,Low-Mileage Weekend Driver,54,23087.0,5794.0,1.12,1.65,3.5,2.3,1.32,3.7,94.5,Elite Safe (Top 15%),1139.49,777.39,362.1,31.8,0,0.0
DRV-1809,Safe Commuter,46,23342.0,10787.0,0.98,0.51,4.2,1.7,0.92,5.0,97.2,Elite Safe (Top 15%),1147.65,817.72,329.93,28.7,0,0.0
DRV-1810,Night Shift Worker,51,37852.0,11751.0,2.27,1.36,8.1,2.2,1.12,62.5,79.7,Low Risk (Preferred),1571.37,1339.52,231.85,14.8,0,0.0
DRV-1811,Distracted Urbanite,23,41906.0,13944.0,6.34,4.75,15.8,8.2,2.87,12.5,42.9,High Risk (Non-Standard),2266.38,2672.75,-406.37,-17.9,0,0.0
DRV-1812,Distracted Urbanite,24,27579.0,12889.0,6.67,3.14,8.9,15.0,2.95,11.9,44.3,High Risk (Non-Standard),1726.75,1962.99,-236.24,-13.7,0,0.0
DRV-1813,Night Shift Worker,50,34162.0,14009.0,2.22,1.17,8.7,3.3,1.46,51.5,77.2,Low Risk (Preferred),1470.02,1351.94,118.08,8.0,0,0.0
DRV-1814,Low-Mileage Weekend Driver,46,25056.0,4846.0,1.61,1.11,4.3,2.0,1.25,7.2,92.5,Elite Safe (Top 15%),1201.75,819.0,382.75,31.8,1,22221.42
DRV-1815,Safe Commuter,58,26841.0,13788.0,1.31,0.45,2.2,1.6,0.89,6.1,96.7,Elite Safe (Top 15%),1256.72,964.11,292.61,23.3,0,0.0
DRV-1816,Aggressive Speedster,25,18790.0,15940.0,7.81,4.2,25.2,9.8,5.7,21.4,27.0,High Risk (Non-Standard),996.72,1364.69,-367.97,-36.9,0,0.0
DRV-1817,Low-Mileage Weekend Driver,38,20312.0,5820.0,0.9,1.6,5.5,0.9,0.87,3.5,96.8,Elite Safe (Top 15%),1048.48,705.22,343.26,32.7,0,0.0
DRV-1818,Distracted Urbanite,25,31319.0,13827.0,5.05,2.82,13.3,14.6,3.68,15.2,42.9,High Risk (Non-Standard),1389.3,1633.44,-244.14,-17.6,0,0.0
DRV-1819,Safe Commuter,35,38397.0,9779.0,1.27,0.43,3.6,1.0,0.21,6.2,97.6,Elite Safe (Top 15%),1586.04,1102.55,483.49,30.5,0,0.0
DRV-1820,Night Shift Worker,40,47338.0,15596.0,2.0,1.85,6.1,1.8,2.17,50.6,80.0,Low Risk (Preferred),1817.22,1693.72,123.5,6.8,0,0.0
DRV-1821,Safe Commuter,31,27396.0,10095.0,0.5,1.07,3.0,1.5,0.85,4.3,98.7,Elite Safe (Top 15%),1273.55,879.78,393.77,30.9,0,0.0
DRV-1822,Distracted Urbanite,26,28064.0,10273.0,4.73,3.48,10.7,7.8,3.41,15.8,52.7,Elevated Risk (Substandard),1293.65,1295.79,-2.14,-0.2,0,0.0
DRV-1823,Safe Commuter,34,26075.0,9327.0,0.96,1.08,2.1,1.1,0.71,2.2,99.7,Elite Safe (Top 15%),1233.29,837.7,395.59,32.1,0,0.0
DRV-1824,Night Shift Worker,54,23847.0,11228.0,1.7,2.13,4.0,2.2,1.34,46.9,83.0,Low Risk (Preferred),1163.73,952.42,211.31,18.2,0,0.0
DRV-1825,Distracted Urbanite,25,35615.0,13513.0,3.82,3.44,15.4,7.8,4.52,9.5,53.3,Elevated Risk (Substandard),1510.36,1643.44,-133.08,-8.8,0,0.0
DRV-1826,Night Shift Worker,26,42224.0,12451.0,1.44,1.56,8.4,1.7,1.86,61.5,81.9,Low Risk (Preferred),1687.07,1436.47,250.6,14.9,0,0.0
DRV-1827,Distracted Urbanite,26,21936.0,14967.0,5.16,4.78,14.1,11.2,4.42,12.5,39.0,High Risk (Non-Standard),1102.23,1368.1,-265.87,-24.1,0,0.0
DRV-1828,Night Shift Worker,51,35007.0,11200.0,2.34,1.82,5.2,3.5,1.73,63.7,77.1,Low Risk (Preferred),1493.55,1282.52,211.03,14.1,0,0.0
DRV-1829,Safe Commuter,28,27412.0,9713.0,1.26,0.89,4.4,1.5,0.27,2.5,97.0,Elite Safe (Top 15%),1274.04,889.99,384.05,30.1,0,0.0
DRV-1830,Safe Commuter,45,40894.0,11883.0,0.69,0.46,3.5,0.9,0.99,6.9,98.2,Elite Safe (Top 15%),1652.34,1196.29,456.05,27.6,0,0.0
DRV-1831,Aggressive Speedster,20,31225.0,21773.0,6.45,5.27,28.6,6.5,5.47,26.6,30.0,High Risk (Non-Standard),2287.87,3527.24,-1239.37,-54.2,0,0.0
DRV-1832,Night Shift Worker,44,37316.0,12868.0,2.29,1.61,5.3,3.3,1.82,53.6,77.8,Low Risk (Preferred),1556.87,1385.96,170.91,11.0,0,0.0
DRV-1833,Safe Commuter,28,38075.0,9773.0,0.42,0.74,3.0,1.6,0.38,6.4,98.0,Elite Safe (Top 15%),1577.38,1092.27,485.11,30.8,0,0.0
DRV-1834,Low-Mileage Weekend Driver,66,23984.0,6650.0,1.45,0.7,4.9,2.4,1.42,7.6,91.7,Elite Safe (Top 15%),1168.07,820.93,347.14,29.7,0,0.0
DRV-1835,Safe Commuter,59,24404.0,10063.0,1.12,0.5,2.6,1.1,0.96,2.7,99.0,Elite Safe (Top 15%),1181.33,813.1,368.23,31.2,0,0.0
DRV-1836,Aggressive Speedster,31,46579.0,17042.0,8.25,5.27,31.9,6.8,3.95,29.8,31.5,High Risk (Non-Standard),1798.22,2462.6,-664.38,-36.9,0,0.0
DRV-1837,Safe Commuter,39,38089.0,9418.0,0.38,0.76,2.0,1.3,0.9,4.6,99.0,Elite Safe (Top 15%),1577.76,1079.59,498.17,31.6,0,0.0
DRV-1838,Distracted Urbanite,23,34065.0,14475.0,4.91,4.72,11.0,8.6,4.85,12.8,46.2,Elevated Risk (Substandard),1980.86,2317.52,-336.66,-17.0,0,0.0
DRV-1839,Aggressive Speedster,25,38039.0,16838.0,7.27,5.36,22.2,8.7,5.41,16.3,31.4,High Risk (Non-Standard),1576.41,2149.42,-573.01,-36.3,0,0.0
DRV-1840,Safe Commuter,48,25884.0,9071.0,1.29,1.24,2.7,0.7,0.83,5.4,97.8,Elite Safe (Top 15%),1227.41,846.49,380.92,31.0,0,0.0
DRV-1841,Aggressive Speedster,32,38893.0,20858.0,7.04,6.24,35.3,4.2,5.81,18.2,36.8,High Risk (Non-Standard),1599.32,2314.73,-715.41,-44.7,0,0.0
DRV-1842,Night Shift Worker,37,44900.0,12740.0,2.72,2.17,6.9,1.5,1.98,35.5,76.8,Low Risk (Preferred),1755.82,1571.01,184.81,10.5,0,0.0
DRV-1843,Aggressive Speedster,30,28075.0,17993.0,8.5,5.45,30.1,9.0,4.95,31.6,25.5,High Risk (Non-Standard),1293.98,1880.08,-586.1,-45.3,0,0.0
DRV-1844,Low-Mileage Weekend Driver,55,26497.0,4119.0,1.63,1.25,3.5,2.2,1.19,5.6,93.1,Elite Safe (Top 15%),1246.23,847.8,398.43,32.0,0,0.0
DRV-1845,Aggressive Speedster,32,40498.0,14794.0,4.85,6.93,24.1,4.1,6.32,16.8,42.7,High Risk (Non-Standard),1641.92,1981.49,-339.57,-20.7,0,0.0
DRV-1846,Low-Mileage Weekend Driver,60,21435.0,5262.0,1.93,1.4,5.4,1.2,1.28,6.3,91.6,Elite Safe (Top 15%),1085.8,748.26,337.54,31.1,0,0.0
DRV-1847,Aggressive Speedster,24,29239.0,21741.0,8.16,5.45,40.9,8.2,5.8,15.1,30.7,High Risk (Non-Standard),1793.62,2751.31,-957.69,-53.4,0,0.0
DRV-1848,Safe Commuter,44,18787.0,10537.0,1.29,1.22,3.4,0.2,0.93,2.2,97.9,Elite Safe (Top 15%),996.62,701.17,295.45,29.6,0,0.0
DRV-1849,Distracted Urbanite,37,23780.0,14100.0,5.48,3.27,17.6,14.9,3.1,17.7,37.3,High Risk (Non-Standard),1161.6,1425.17,-263.57,-22.7,0,0.0
DRV-1850,Distracted Urbanite,34,20987.0,10644.0,5.6,4.75,9.7,14.2,3.79,12.4,40.3,High Risk (Non-Standard),1071.0,1174.05,-103.05,-9.6,0,0.0
DRV-1851,Low-Mileage Weekend Driver,68,20798.0,6245.0,1.98,1.35,3.0,1.7,1.45,4.2,92.8,Elite Safe (Top 15%),1064.72,738.64,326.08,30.6,0,0.0
DRV-1852,Night Shift Worker,33,31611.0,11139.0,2.33,2.1,4.4,2.3,1.89,38.9,79.0,Low Risk (Preferred),1397.7,1179.99,217.71,15.6,0,0.0
DRV-1853,Low-Mileage Weekend Driver,47,25814.0,5784.0,1.11,0.83,5.4,2.0,1.31,5.3,94.5,Elite Safe (Top 15%),1225.25,835.66,389.59,31.8,0,0.0
DRV-1854,Safe Commuter,37,26474.0,12137.0,1.0,0.92,1.4,0.9,0.68,2.5,100.0,Elite Safe (Top 15%),1245.53,890.99,354.54,28.5,0,0.0
DRV-1855,Safe Commuter,59,36770.0,13223.0,1.3,0.59,1.4,1.5,0.53,4.4,97.7,Elite Safe (Top 15%),1542.02,1156.65,385.37,25.0,0,0.0
DRV-1856,Low-Mileage Weekend Driver,52,43644.0,5717.0,1.43,0.79,3.2,2.3,1.16,6.8,94.0,Elite Safe (Top 15%),1723.74,1178.44,545.3,31.6,0,0.0
DRV-1857,Safe Commuter,50,18887.0,11420.0,0.98,0.89,1.6,1.4,0.94,3.0,99.0,Elite Safe (Top 15%),1000.06,710.72,289.34,28.9,1,3811.05
DRV-1858,Safe Commuter,51,32447.0,9574.0,0.54,0.69,1.8,1.4,0.95,3.3,99.0,Elite Safe (Top 15%),1421.62,973.95,447.67,31.5,0,0.0
DRV-1859,Safe Commuter,46,43381.0,11335.0,1.19,0.79,4.3,1.7,0.4,3.0,97.0,Elite Safe (Top 15%),1716.98,1241.71,475.27,27.7,0,0.0
DRV-1860,Aggressive Speedster,20,30712.0,18669.0,7.57,5.09,40.3,9.7,5.12,30.0,24.2,High Risk (Non-Standard),2263.36,3367.76,-1104.4,-48.8,0,0.0
DRV-1861,Distracted Urbanite,24,19013.0,13036.0,4.92,3.8,11.7,12.1,2.66,9.7,46.7,Elevated Risk (Substandard),1355.93,1523.42,-167.49,-12.4,0,0.0
DRV-1862,Night Shift Worker,42,30882.0,14019.0,2.6,2.14,6.7,2.3,1.14,59.3,77.6,Low Risk (Preferred),1376.67,1262.19,114.48,8.3,0,0.0
DRV-1863,Safe Commuter,41,31961.0,12285.0,0.71,1.1,1.4,0.7,0.21,3.6,99.8,Elite Safe (Top 15%),1407.74,1012.44,395.3,28.1,0,0.0
DRV-1864,Aggressive Speedster,27,42223.0,14530.0,5.63,4.74,27.0,7.4,5.73,31.1,30.4,High Risk (Non-Standard),1687.05,2183.31,-496.26,-29.4,0,0.0
DRV-1865,Night Shift Worker,50,26232.0,14411.0,1.9,1.98,5.0,1.6,1.59,36.4,82.4,Low Risk (Preferred),1238.11,1099.83,138.28,11.2,0,0.0
DRV-1866,Low-Mileage Weekend Driver,52,31853.0,5569.0,1.13,0.63,2.1,2.1,1.08,3.0,96.9,Elite Safe (Top 15%),1404.65,941.72,462.93,33.0,0,0.0
DRV-1867,Aggressive Speedster,19,39698.0,21167.0,8.17,4.14,36.8,4.4,4.06,28.6,37.3,High Risk (Non-Standard),2674.26,3884.41,-1210.15,-45.3,0,0.0
DRV-1868,Distracted Urbanite,33,37233.0,10399.0,6.06,3.64,8.5,9.4,4.96,12.9,44.1,High Risk (Non-Standard),1554.62,1652.6,-97.98,-6.3,0,0.0
DRV-1869,Distracted Urbanite,24,23106.0,10146.0,3.66,2.52,9.1,9.6,4.22,12.4,56.5,Elevated Risk (Substandard),1539.13,1497.22,41.91,2.7,0,0.0
DRV-1870,Aggressive Speedster,24,19440.0,20529.0,6.65,4.02,37.8,4.3,6.18,15.7,39.5,High Risk (Non-Standard),1375.65,1942.12,-566.47,-41.2,0,0.0
DRV-1871,Safe Commuter,52,44634.0,10350.0,0.49,0.52,2.6,0.4,0.89,5.8,99.1,Elite Safe (Top 15%),1749.05,1210.96,538.09,30.8,0,0.0
DRV-1872,Low-Mileage Weekend Driver,60,32481.0,5839.0,1.53,0.89,3.9,1.6,0.78,7.6,94.8,Elite Safe (Top 15%),1422.59,969.25,453.34,31.9,0,0.0
DRV-1873,Distracted Urbanite,23,32838.0,11765.0,6.26,3.06,14.5,13.8,4.24,8.8,39.1,High Risk (Non-Standard),1934.19,2204.28,-270.09,-14.0,0,0.0
DRV-1874,Night Shift Worker,53,40815.0,15093.0,1.5,1.13,5.0,2.7,1.63,60.8,83.6,Low Risk (Preferred),1650.26,1473.55,176.71,10.7,0,0.0
DRV-1875,Low-Mileage Weekend Driver,41,24091.0,6467.0,0.95,0.76,5.7,1.5,0.95,6.7,95.8,Elite Safe (Top 15%),1171.46,798.93,372.53,31.8,0,0.0
DRV-1876,Safe Commuter,55,25217.0,9821.0,0.64,1.18,3.3,0.4,0.9,5.7,98.6,Elite Safe (Top 15%),1206.76,831.36,375.4,31.1,0,0.0
DRV-1877,Safe Commuter,29,29908.0,11381.0,0.88,0.72,1.4,1.1,0.48,3.1,99.8,Elite Safe (Top 15%),1348.29,949.82,398.47,29.6,0,0.0
DRV-1878,Safe Commuter,56,35821.0,10363.0,0.41,0.98,3.6,0.9,0.44,4.0,99.6,Elite Safe (Top 15%),1516.04,1044.87,471.17,31.1,0,0.0
DRV-1879,Low-Mileage Weekend Driver,59,25163.0,3882.0,0.87,0.9,2.4,1.0,1.4,6.5,97.9,Elite Safe (Top 15%),1205.08,804.26,400.82,33.3,0,0.0
DRV-1880,Safe Commuter,53,28429.0,10960.0,0.41,1.06,4.1,0.6,0.36,5.9,98.4,Elite Safe (Top 15%),1304.56,922.6,381.96,29.3,0,0.0
DRV-1881,Night Shift Worker,24,27453.0,11471.0,2.01,1.84,6.4,2.1,2.09,42.2,79.4,Low Risk (Preferred),1721.62,1460.93,260.69,15.1,1,1671.28
